window,segment,metric,n,fit,loglik,aic,bic,ks_pvalue,chosen,season_label,param_mu,param_sigma,param_log_mu,param_log_sigma,param_k,param_theta
szn,D,G,254,Normal,6.442538552701068,-8.885077105402136,-1.8104085713650624,1.195617976217182e-19,0,current,0.179015748031496,0.2359104822968053,,,,
szn,D,G,254,LogNormal,1914.6517821447544,-3825.303564289509,-3818.228895755472,3.3179886404834914e-28,1,current,,,-11.238796790477124,9.79487328852461,,
szn,D,G,254,Gamma,1124.612520317877,-2245.225040635754,-2238.150372101717,2.759226178774358e-63,0,current,,,,,0.5758216665820424,0.3108874829421483
szn,D,G,254,Normal(log1p),73.22707815167207,-142.45415630334415,-135.37948776930708,8.855946883016146e-22,0,current,0.1471773952957127,0.1813667387924672,,,,
szn,F,G,479,Normal,-442.1659731923834,888.3319463847668,896.6753475795886,1.68326499799403e-05,0,current,0.7632985386221295,0.6090613406876212,,,,
szn,F,G,479,LogNormal,497.9698302075215,-991.9396604150428,-983.5962592202212,1.3591283084554083e-80,1,current,,,-4.593508146587407,8.456764279321455,,
szn,F,G,479,Gamma,-1409.4390116745733,2822.8780233491466,2831.2214245439686,6.406687506271411e-20,0,current,,,,,1.5706043434450476,0.4859903399750576
szn,F,G,479,Normal(log1p),-171.4269969039233,346.8539938078466,355.19739500266843,3.994282506033943e-09,0,current,0.5079924243068766,0.3460910590115495,,,,
szn,D,A,254,Normal,-272.5654873745106,549.1309747490212,556.2056432830583,0.0002426135749932,0,current,0.7891732283464566,0.7076214076793559,,,,
szn,D,A,254,LogNormal,48.6129447573403,-93.2258895146806,-86.15122098064353,2.836984713929153e-43,1,current,,,-3.641769560464725,7.625069833713278,,
szn,D,A,254,Gamma,-373.1015738234403,750.2031476468806,757.2778161809176,1.5441156101744192e-06,0,current,,,,,1.2437776887231065,0.6344970131454892
szn,D,A,254,Normal(log1p),-92.94749014719496,189.8949802943899,196.96964882842695,0.0166560845189343,0,current,0.517545511130195,0.348888276516471,,,,
szn,F,A,479,Normal,-585.7061494512217,1175.4122989024434,1183.7557000972652,3.286516811543825e-05,0,current,1.0222964509394574,0.8218725423027357,,,,
szn,F,A,479,LogNormal,89.37493711973502,-174.74987423947005,-166.4064730446482,8.917460459147726e-77,1,current,,,-3.683798091486112,7.990657531715797,,
szn,F,A,479,Gamma,-1343.0052593325393,2690.0105186650785,2698.3539198599005,5.5675121071400366e-14,0,current,,,,,1.5471939680835056,0.6607422677489538
szn,F,A,479,Normal(log1p),-241.3251836127233,486.6503672254465,494.99376842026834,1.71347415328658e-06,0,current,0.6250065913636248,0.4004653115824435,,,,
szn,D,PPP,71,Normal,-178.85553327451615,361.7110665490323,366.2364263031149,0.6182101230905418,0,current,4.189577464788733,3.0046271529935704,,,,
szn,D,PPP,71,LogNormal,-91.41474916239866,186.82949832479733,191.35485807888,1.2774174265751788e-13,0,current,,,-2.2526380417788605,8.341400992022848,,
szn,D,PPP,71,Gamma,-393.4467305955683,790.8934611911366,795.4188209452192,0.0305024737955851,0,current,,,,,1.9442820850528155,2.1548197646659584
szn,D,PPP,71,Normal(log1p),-78.84628968303362,161.69257936606724,166.21793912014988,0.0231162011214719,1,current,1.4309139901661196,0.734601274303017,,,,
szn,F,PPP,242,Normal,-615.0995065253672,1234.1990130507345,1241.1768885030478,0.1394804996040802,0,current,4.457685950413223,3.073432345230931,,,,
szn,F,PPP,242,LogNormal,-485.0970253812922,974.1940507625844,981.171926214898,1.6909470130765064e-45,0,current,,,-1.4352844016316748,7.5449542694393985,,
szn,F,PPP,242,Gamma,-1286.1426495914288,2576.2852991828577,2583.2631746351717,0.0003768713570346,0,current,,,,,2.1036409788548878,2.119033616169612
szn,F,PPP,242,Normal(log1p),-258.1381456959945,520.276291391989,527.2541668443024,0.0012130498090746,1,current,1.4970756522278537,0.7031029312547143,,,,
szn,D,SOG,254,Normal,-484.8081139647458,973.6162279294916,980.6908964635288,0.0348383085031489,0,current,3.796811023622048,1.6319160721832888,,,,
szn,D,SOG,254,LogNormal,-837.6823647116265,1679.364729423253,1686.43939795729,3.189026922489793e-31,0,current,,,0.9976576009351332,2.414195080756517,,
szn,D,SOG,254,Gamma,-738.9064911724138,1481.8129823448276,1488.8876508788646,0.6915886313002324,0,current,,,,,5.41305356021716,0.7014175975531152
szn,D,SOG,254,Normal(log1p),-103.99936360503064,211.9987272100613,219.0733957440984,0.24154156799456,1,current,1.5067256893264571,0.3644039697213564,,,,
szn,F,SOG,479,Normal,-1112.7763864142546,2229.552772828509,2237.8961740233312,0.0284285698150806,0,current,6.374843423799583,2.469919222795184,,,,
szn,F,SOG,479,LogNormal,-1849.1435266989515,3702.287053397903,3710.6304545927246,7.179360896435855e-64,0,current,,,1.5116691248020626,2.534046015975184,,
szn,F,SOG,479,Gamma,-1803.17199233492,3610.34398466984,3618.687385864662,0.699562572461748,0,current,,,,,6.661523192624273,0.9569648321378542
szn,F,SOG,479,Normal(log1p),-229.33088704691343,462.66177409382686,471.0051752886487,0.0241880956877555,1,current,1.932907773210605,0.3905620536591875,,,,
szn,D,FOW,254,Normal,5030.2991351504015,-10056.598270300805,-10049.523601766768,3.0410875704625384e-59,1,current,0.0,1e-09,,,,
szn,D,FOW,254,Normal(log1p),5030.2991351504015,-10056.598270300805,-10049.523601766768,3.0410875704625384e-59,0,current,0.0,1e-09,,,,
szn,F,FOW,479,Normal,-1822.0071161967244,3648.0142323934488,3656.357633588271,8.758032830082504e-28,0,current,8.715741127348643,10.857261860059925,,,,
szn,F,FOW,479,LogNormal,-215.47670409480796,434.9534081896159,443.29680938443767,1.4655076860129647e-54,1,current,,,-3.185626015617262,9.175477753593972,,
szn,F,FOW,479,Gamma,-729.675993850112,1463.351987700224,1471.695388895046,3.655188138112688e-19,0,current,,,,,0.6444185302460373,13.524969749445056
szn,F,FOW,479,Normal(log1p),-804.8488487423864,1613.6976974847728,1622.0410986795946,1.0128881673932671e-08,0,current,1.50327255908922,1.2986567513455165,,,,
szn,D,HIT,254,Normal,-633.0167768591183,1270.0335537182366,1277.1082222522737,0.0014404588634438,0,current,3.457874015748032,2.924880138851446,,,,
szn,D,HIT,254,LogNormal,-769.9032130084732,1543.8064260169465,1550.8810945509836,2.9604409461617945e-30,0,current,,,0.2031873087250383,4.091817180993135,,
szn,D,HIT,254,Gamma,-625.7219050068776,1255.4438100137552,1262.5184785477925,0.8958686441459816,0,current,,,,,1.3976620893021328,2.474041502771258
szn,D,HIT,254,Normal(log1p),-232.638463526272,469.276927052544,476.3515955865811,0.8192596130255754,1,current,1.312286335528972,0.6046901683836593,,,,
szn,F,HIT,479,Normal,-1507.9554648793085,3019.910929758617,3028.254330953439,8.409704337791348e-09,0,current,6.05705636743215,5.636109155090611,,,,
szn,F,HIT,479,LogNormal,-1693.3083184509142,3390.6166369018283,3398.9600380966504,5.5203822122361524e-30,0,current,,,1.0170200572261543,3.0015590732191866,,
szn,F,HIT,479,Gamma,-1360.4869035157585,2724.973807031517,2733.317208226339,0.4887841593304916,0,current,,,,,1.154953340822567,5.244416508752611
szn,F,HIT,479,Normal(log1p),-553.9614130531579,1111.9228261063158,1120.2662273011376,0.4404784490133043,1,current,1.6646494417658515,0.7691702903622856,,,,
szn,D,BLK,254,Normal,-510.14918704941897,1024.298374098838,1031.373042632875,0.8173124258624036,0,current,4.318543307086615,1.803127817235886,,,,
szn,D,BLK,254,LogNormal,-888.9465031662994,1781.8930063325988,1788.967674866636,2.980556553041312e-44,0,current,,,0.7230799302155573,3.887518044335364,,
szn,D,BLK,254,Gamma,-1276.8502136066993,2557.7004272133986,2564.7750957474354,0.4488984022303827,0,current,,,,,5.736163630078309,0.7528626422846927
szn,D,BLK,254,Normal(log1p),-140.99771712543165,285.9954342508633,293.0701027849004,0.0130473180272824,1,current,1.5980662084963373,0.4215447196766297,,,,
szn,F,BLK,479,Normal,-849.2972567717619,1702.5945135435238,1710.9379147383456,0.003584507329791,0,current,2.278705636743215,1.424932769534287,,,,
