window,segment,metric,n,fit,loglik,aic,bic,ks_pvalue,chosen,season_label,param_mu,param_sigma,param_log_mu,param_log_sigma,param_k,param_theta
szn,F,G,478,Normal,-453.3679688543846,910.7359377087693,919.0751591737521,1.7112027003419152e-05,0,current,0.7673640167364015,0.6247085992837078,,,,
szn,F,G,478,LogNormal,536.4694143615525,-1068.938828723105,-1060.599607258122,9.774645487481295e-80,1,current,,,-4.684226258471906,8.524690987568414,,
szn,F,G,478,Gamma,-1315.372327379555,2634.74465475911,2643.083876224093,9.809285750092549e-21,0,current,,,,,1.5088563434960003,0.5085732782075825
szn,F,G,478,Normal(log1p),-178.96092630176992,361.92185260353983,370.26107406852276,2.8618469144011605e-09,0,current,0.5080679149524325,0.3518524772698847,,,,
szn,D,G,254,Normal,-10.140446450863005,24.28089290172601,31.355561435763082,6.120176870785617e-20,0,current,0.17984251968503936,0.251826350156256,,,,
szn,D,G,254,LogNormal,1989.7915349997706,-3975.5830699995413,-3968.508401465504,1.4940506407988857e-29,1,current,,,-11.53452204676721,9.793888538434853,,
szn,D,G,254,Gamma,1300.5832592785337,-2597.1665185570673,-2590.09185002303,1.7190380856736236e-67,0,current,,,,,0.5100143772100524,0.3526224519401465
szn,D,G,254,Normal(log1p),64.31594889933517,-124.63189779867034,-117.55722926463326,1.1254712779728902e-22,0,current,0.1462938832346269,0.1878425944445097,,,,
szn,F,A,478,Normal,-587.6155427205643,1179.2310854411287,1187.5703069061117,3.033670117335121e-05,0,current,1.0267782426778242,0.8272756600851355,,,,
szn,F,A,478,LogNormal,126.21043539906077,-248.42087079812154,-240.0816493331386,9.341560773608788e-77,1,current,,,-3.7714024039362997,8.072193890960257,,
szn,F,A,478,Gamma,-1355.2907138183496,2714.581427636699,2722.920649101682,1.1858369820268644e-14,0,current,,,,,1.5404684983218078,0.6665363452615234
szn,F,A,478,Normal(log1p),-245.69774385092532,495.39548770185064,503.73470916683357,8.896224490671895e-07,0,current,0.6258382433077463,0.4045716132355494,,,,
szn,D,A,254,Normal,-276.43808627960993,556.8761725592199,563.9508410932569,0.0002361212889216199,0,current,0.8006299212598426,0.718492788177984,,,,
szn,D,A,254,LogNormal,78.29814369385565,-152.5962873877113,-145.52161885367423,3.321474722857607e-43,1,current,,,-3.778388773249276,7.7771491027597826,,
szn,D,A,254,Gamma,-384.4817909420103,772.9635818840206,780.0382504180577,3.8996000402980375e-07,0,current,,,,,1.2417060782141276,0.6447821553588345
szn,D,A,254,Normal(log1p),-96.33995395803977,196.67990791607954,203.75457645011662,0.00805078263967691,0,current,0.522422961484314,0.3535793405791141,,,,
szn,F,PPP,241,Normal,-619.125707947829,1242.251415895658,1249.2210097626394,0.10261842274675015,0,current,4.485186721991702,3.158343896483472,,,,
szn,F,PPP,241,LogNormal,-462.55675046286444,929.1135009257289,936.0830947927102,1.40325243308301e-45,0,current,,,-1.5354903866305603,7.658946712899008,,
szn,F,PPP,241,Gamma,-1252.471918282305,2508.94383656461,2515.913430431591,0.0002105906183248316,0,current,,,,,2.016704293065618,2.2240180365315934
szn,F,PPP,241,Normal(log1p),-261.8239186374978,527.6478372749956,534.6174311419769,0.0021297228595164946,1,current,1.4932948671986528,0.7171055548856012,,,,
szn,D,PPP,72,Normal,-181.20867762717072,366.41735525434143,370.97068749237354,0.5183411855222066,0,current,4.070416666666667,2.9977099766599618,,,,
szn,D,PPP,72,LogNormal,-74.94047623835615,153.8809524767123,158.43428471474442,1.3865208565605024e-13,1,current,,,-2.5244961927043286,8.553988002594735,,
szn,D,PPP,72,Gamma,-387.0697210053372,778.1394420106744,782.6927742487065,0.015882040531202568,0,current,,,,,1.8437350392406608,2.2077015298920704
szn,D,PPP,72,Normal(log1p),-81.0774966075981,166.1549932151962,170.70832545322833,0.015763360581610097,0,current,1.3994333533582233,0.7461249560240253,,,,
szn,F,SOG,478,Normal,-1107.1208688299657,2218.2417376599315,2226.5809591249144,0.027264168575826142,0,current,6.3583263598326365,2.452759977770353,,,,
szn,F,SOG,478,LogNormal,-1823.3704703504488,3650.7409407008977,3659.0801621658807,1.7258962009584863e-60,0,current,,,1.5524903925251943,2.323683514214738,,
szn,F,SOG,478,Gamma,-1686.854635145055,3377.70927029011,3386.048491755093,0.7460947967501956,0,current,,,,,6.720096801637268,0.9461658883089258
szn,F,SOG,478,Normal(log1p),-218.7494079798364,441.4988159596728,449.83803742465574,0.047455767092600576,1,current,1.9324629785652847,0.3823939999340652,,,,
szn,D,SOG,254,Normal,-490.5634612170281,985.1269224340562,992.2015909680932,0.0343744975313558,0,current,3.8074409448818893,1.6693155236139856,,,,
szn,D,SOG,254,LogNormal,-837.8307532444198,1679.6615064888397,1686.7361750228768,2.9012967001377464e-31,0,current,,,0.9978226023337314,2.415207336584312,,
szn,D,SOG,254,Gamma,-729.6081897047918,1463.2163794095836,1470.2910479436207,0.7872892437645361,0,current,,,,,5.202229263990096,0.7318864186261185
szn,D,SOG,254,Normal(log1p),-106.75493454930653,217.50986909861305,224.58453763265013,0.3550637345685219,1,current,1.5072501652188735,0.36837880261854894,,,,
szn,F,FOW,478,Normal,-1818.651149725105,3641.30229945021,3649.641520915193,7.6170075489774205e-28,0,current,8.750543933054393,10.86743806811835,,,,
szn,F,FOW,478,LogNormal,-214.75796872652882,433.51593745305763,441.85515891804056,2.424845333820122e-54,1,current,,,-3.187293956528674,9.185626053113317,,
szn,F,FOW,478,Gamma,-737.405374173479,1478.810748346958,1487.149969811941,1.316702861906147e-19,0,current,,,,,0.648359309983599,13.496442171065675
szn,F,FOW,478,Normal(log1p),-803.5580519697385,1611.116103939477,1619.45532540446,2.7053281917959007e-09,0,current,1.5072384032688038,1.2997153221517086,,,,
szn,D,FOW,254,Normal,5030.2991351504015,-10056.598270300803,-10049.523601766767,3.0410875704625384e-59,1,current,0.0,1e-09,,,,
szn,D,FOW,254,Normal(log1p),5030.2991351504015,-10056.598270300803,-10049.523601766767,3.0410875704625384e-59,0,current,0.0,1e-09,,,,
szn,F,HIT,478,Normal,-1499.9616260451555,3003.923252090311,3012.262473555294,1.339510380260323e-08,0,current,6.035146443514645,5.579261948563465,,,,
szn,F,HIT,478,LogNormal,-1689.761466899753,3383.522933799506,3391.862155264489,2.714789423872826e-29,0,current,,,1.0163689900067074,3.0034400261543954,,
szn,F,HIT,478,Gamma,-1357.8154903493478,2719.6309806986956,2727.9702021636786,0.5693727425893942,0,current,,,,,1.1700976878370128,5.15781417762449
szn,F,HIT,478,Normal(log1p),-550.9419535166728,1105.8839070333456,1114.2231284983286,0.6033124329387627,1,current,1.664406460660434,0.7661783495053947,,,,
szn,D,HIT,254,Normal,-633.6753125558852,1271.3506251117703,1278.4252936458074,0.001598995758025862,0,current,3.4796062992125987,2.9324731981039682,,,,
szn,D,HIT,254,LogNormal,-771.3318926862835,1546.663785372567,1553.738453906604,2.0561329746586457e-30,0,current,,,0.2085837725716207,4.092751282900359,,
szn,D,HIT,254,Gamma,-629.0795223593606,1262.1590447187211,1269.2337132527582,0.895868644145753,0,current,,,,,1.4079658261022179,2.4713712753106356
szn,D,HIT,254,Normal(log1p),-233.78904905049953,471.57809810099906,478.65276663503613,0.735623810484672,1,current,1.3159481558394008,0.6074355461708536,,,,
szn,F,BLK,478,Normal,-880.2606555092074,1764.5213110184147,1772.8605324833977,0.0019372894653149632,0,current,2.3002928870292885,1.525940521411842,,,,
szn,F,BLK,478,LogNormal,-1283.0271198316218,2570.0542396632436,2578.3934611282266,8.040201924186851e-67,0,current,,,-0.20084596612836722,4.332152741407467,,
szn,F,BLK,478,Gamma,-1287.5129482748912,2579.0258965497824,2587.3651180147654,0.362650855264931,0,current,,,,,2.272432863301106,1.0122599986208405
szn,F,BLK,478,Normal(log1p),-296.9876173615197,597.9752347230394,606.3144561880223,0.6135979543357619,1,current,1.095329227133134,0.4503971516724035,,,,
szn,D,BLK,254,Normal,-510.18236078790574,1024.3647215758115,1031.4393901098485,0.8195932089212157,0,current,4.311771653543308,1.803363330609948,,,,
