window,segment,metric,n,fit,loglik,aic,bic,ks_pvalue,chosen,season_label,param_mu,param_sigma,param_log_mu,param_log_sigma,param_k,param_theta
szn,F,G,465,Normal,-459.051571535142,922.103143070284,930.3872178814587,1.2641452434534288e-05,0,current,0.7863440860215053,0.6493841332928854,,,,
szn,F,G,465,LogNormal,564.3565535541034,-1124.7131071082067,-1116.429032297032,1.6453102192584702e-77,1,current,,,-4.786845785846045,8.621311721773745,,
szn,F,G,465,Gamma,-1238.4165292317014,2480.8330584634027,2489.1171332745776,2.5755197228682264e-21,0,current,,,,,1.4662968586647518,0.5362789135096268
szn,F,G,465,Normal(log1p),-186.916243967525,377.83248793505,386.1165627462247,1.9592338341399107e-09,0,current,0.515230099628129,0.361689881205659,,,,
szn,D,G,248,Normal,2.216639283706839,-0.4332785674136783,6.593578924916287,4.2487629204802624e-24,0,current,0.1743548387096774,0.23981761193189274,,,,
szn,D,G,248,LogNormal,2077.6067809960277,-4151.2135619920555,-4144.186704499725,2.2124270932405142e-31,1,current,,,-12.075769967308212,9.770667025399641,,
szn,D,G,248,Gamma,1297.6059691573835,-2591.211938314767,-2584.185080822437,6.122446960020845e-74,0,current,,,,,0.5285740831218396,0.3298588501358123
szn,D,G,248,Normal(log1p),65.76037134836716,-127.52074269673432,-120.49388520440435,6.241779158359059e-26,0,current,0.14239235008491846,0.18561116189837248,,,,
szn,F,A,465,Normal,-581.4805357182577,1166.9610714365153,1175.24514624769,3.950394988403741e-05,0,current,1.0479354838709676,0.844979630809424,,,,
szn,F,A,465,LogNormal,154.99431282698788,-305.98862565397576,-297.70455084280104,9.732253958877364e-78,1,current,,,-3.8526477688500154,8.169340086076886,,
szn,F,A,465,Gamma,-1349.513796463576,2703.027592927152,2711.311667738327,4.677700971982186e-15,0,current,,,,,1.5380718114967775,0.6813306610439825
szn,F,A,465,Normal(log1p),-247.06138626215863,498.12277252431727,506.406847335492,4.887609048875943e-07,0,current,0.6336446826213576,0.41163274448722037,,,,
szn,D,A,248,Normal,-260.85273976021654,525.7054795204331,532.7323370127631,0.0001704005441271324,0,current,0.7591935483870969,0.6927313829982259,,,,
szn,D,A,248,LogNormal,225.06427937096953,-446.12855874193906,-439.1017012496091,2.2118015038865e-41,1,current,,,-4.442820108417168,8.300903129650834,,
szn,D,A,248,Gamma,-361.5423443673289,727.0846887346578,734.1115462269878,1.1267070798692527e-09,0,current,,,,,1.2010892834262774,0.6320875217760954
szn,D,A,248,Normal(log1p),-94.59919954354362,193.19839908708724,200.2252565794172,0.0006636419588733725,0,current,0.499313336403227,0.35434291511805865,,,,
szn,F,PPP,238,Normal,-620.4969976520272,1244.9939953040544,1251.9385366513973,0.07543532211654047,0,current,4.560924369747899,3.2811425791227307,,,,
szn,F,PPP,238,LogNormal,-379.1858630876148,762.3717261752296,769.3162675225725,3.373278651975069e-43,0,current,,,-1.9157067849544007,8.084803301243255,,
szn,F,PPP,238,Gamma,-1273.3976692704719,2550.7953385409437,2557.739879888287,1.7259596437965852e-05,0,current,,,,,1.9322153868092153,2.36046374593626
szn,F,PPP,238,Normal(log1p),-270.58434896691887,545.1686979338377,552.1132392811807,0.0004945346521268164,1,current,1.4879092303838115,0.7542514308219509,,,,
szn,D,PPP,70,Normal,-174.0170684736018,352.0341369472036,356.5311274313023,0.584567053566726,0,current,4.0644285714285715,2.9067034030787156,,,,
szn,D,PPP,70,LogNormal,-85.00195717102534,174.00391434205068,178.5009048261494,7.705244227343753e-14,0,current,,,-2.3301972529190556,8.377691452833593,,
szn,D,PPP,70,Gamma,-391.55155209312966,787.1031041862593,791.6000946703581,0.028715599152279614,0,current,,,,,1.95522865391811,2.0787484693696743
szn,D,PPP,70,Normal(log1p),-77.38017521697557,158.76035043395115,163.25734091804986,0.049876505661948456,1,current,1.4076003768574767,0.7308789275938289,,,,
szn,F,SOG,465,Normal,-1070.4128998947297,2144.8257997894593,2153.109874600634,0.3340164702534506,0,current,6.438043010752688,2.4182029758807837,,,,
szn,F,SOG,465,LogNormal,-1754.917230747849,3513.834461495698,3522.118536306873,4.9003023593786855e-51,0,current,,,1.6048710276345577,2.1174361405765145,,
szn,F,SOG,465,Gamma,-1571.9208522736053,3147.8417045472106,3156.1257793583854,0.15748314033625266,0,current,,,,,7.0879761078297525,0.9083048408768601
szn,F,SOG,465,Normal(log1p),-204.6808329985935,413.361665997187,421.6457408083617,0.007853723682261882,1,current,1.9454467141101954,0.37577500757703397,,,,
szn,D,SOG,248,Normal,-472.7809494651993,949.5618989303986,956.5887564227286,0.10328433630943301,0,current,3.77616935483871,1.6281367503285933,,,,
szn,D,SOG,248,LogNormal,-817.252876129274,1638.505752258548,1645.532609750878,2.4290664004094898e-29,0,current,,,0.9833453720687663,2.442667293318487,,
szn,D,SOG,248,Gamma,-727.7026419979377,1459.4052839958754,1466.4321414882054,0.8411937199757608,0,current,,,,,5.379243060495598,0.7019889810487393
szn,D,SOG,248,Normal(log1p),-105.40736838820487,214.81473677640975,221.8415942687397,0.30301067463513764,1,current,1.5008594639559947,0.3701270988362097,,,,
szn,F,FOW,465,Normal,-1773.4638223351255,3550.927644670251,3559.211719481426,6.73005658288557e-26,0,current,8.836301075268818,10.96778303019921,,,,
szn,F,FOW,465,LogNormal,-199.52290745429423,403.04581490858845,411.3298897197632,6.680112540919046e-54,1,current,,,-3.2108513617510908,9.216490728200235,,
szn,F,FOW,465,Gamma,-717.9450668587551,1439.8901337175103,1448.1742085286849,2.019632963194776e-19,0,current,,,,,0.6490875947862706,13.613418506929417
szn,F,FOW,465,Normal(log1p),-783.2100212229224,1570.4200424458447,1578.7041172570193,3.5258948194215167e-09,0,current,1.5136089988788426,1.3039317107562278,,,,
szn,D,FOW,248,Normal,4911.473171327952,-9818.946342655903,-9811.919485163573,7.41437344733518e-58,1,current,0.0,1e-09,,,,
szn,D,FOW,248,Normal(log1p),4911.473171327952,-9818.946342655903,-9811.919485163573,7.41437344733518e-58,0,current,0.0,1e-09,,,,
szn,F,HIT,465,Normal,-1453.134722296934,2910.269444593868,2918.5535194050426,5.462901718101983e-08,0,current,6.043698924731182,5.507343453004696,,,,
szn,F,HIT,465,LogNormal,-1649.229834745785,3302.45966949157,3310.7437443027447,3.5524146300908725e-31,0,current,,,1.016000173669491,3.0398012060588315,,
szn,F,HIT,465,Gamma,-1326.5482705550835,2657.096541110167,2665.380615921342,0.5721003011420618,0,current,,,,,1.204262936223353,5.01858750523521
szn,F,HIT,465,Normal(log1p),-533.2701652090948,1070.5403304181896,1078.8244052293642,0.47342162647995834,1,current,1.671000631106386,0.7617621024000988,,,,
szn,D,HIT,248,Normal,-623.6032245422778,1251.2064490845555,1258.2333065768855,0.0007673853941828359,0,current,3.5324999999999998,2.99094861017532,,,,
szn,D,HIT,248,LogNormal,-753.9297890654547,1511.8595781309093,1518.8864356232393,1.042086495485762e-28,0,current,,,0.19993734994653212,4.141937149410677,,
szn,D,HIT,248,Gamma,-618.2101644965002,1240.4203289930003,1247.4471864853303,0.8876136621686722,0,current,,,,,1.3949108064128775,2.5324199825509934
szn,D,HIT,248,Normal(log1p),-231.47901976932366,466.9580395386473,473.98489703097727,0.9293700373369574,1,current,1.3233739936930093,0.6153553402706203,,,,
szn,F,BLK,465,Normal,-837.5470527484665,1679.094105496933,1687.3781803081076,0.0024135516193615914,0,current,2.2915053763440865,1.4655607361950138,,,,
szn,F,BLK,465,LogNormal,-1240.6007815917367,2485.2015631834734,2493.485637994648,3.5495703677579965e-66,0,current,,,-0.23010639612963596,4.389110263197571,,
szn,F,BLK,465,Gamma,-1332.469146629024,2668.938293258048,2677.2223680692227,0.34607904725073324,0,current,,,,,2.444748106867501,0.9373175788336094
szn,F,BLK,465,Normal(log1p),-292.1751089026737,588.3502178053474,596.6342926165221,0.605451968258037,1,current,1.0929802455437796,0.4535703177938758,,,,
szn,D,BLK,248,Normal,-514.6226705684737,1033.2453411369474,1040.2721986292775,0.32897048059057243,0,current,4.401653225806452,1.927363256286459,,,,
szn,D,BLK,248,LogNormal,-874.7546651962066,1753.5093303924132,1760.5361878847432,1.4802551367768058e-42,0,current,,,0.802113724810682,3.6920589932947108,,
szn,D,BLK,248,Gamma,-1105.3599758847868,2214.7199517695735,2221.7468092619033,0.311089837976643,0,current,,,,,5.21560266903612,0.8439395224575522
szn,D,BLK,248,Normal(log1p),-140.15835364091302,284.31670728182604,291.343564774156,0.009449984333762804,1,current,1.6101328612841785,0.42580070048243607,,,,
szn,F,PIM,465,Normal,-1179.3459630986943,2362.6919261973885,2370.9760010085633,2.466400917431321e-25,0,current,2.0970967741935485,3.0565576887428856,,,,
szn,F,PIM,465,LogNormal,290.24131363633546,-576.4826272726709,-568.1985524614962,4.579854921224144e-73,1,current,,,-4.238726858239321,8.98551159138855,,
szn,F,PIM,465,Gamma,203.388704977438,-402.777409954876,-394.4933351437013,1.0303624904967416e-21,0,current,,,,,0.4707298628629071,4.454989878201658
szn,F,PIM,465,Normal(log1p),-476.68626047956434,957.3725209591287,965.6565957703034,3.4139989356902425e-07,0,current,0.867939177631637,0.6744843606148766,,,,
szn,D,PIM,248,Normal,-523.5886073249767,1051.1772146499534,1058.2040721422834,1.2737598353706113e-06,0,current,1.918911290322581,1.9983180488572527,,,,
szn,D,PIM,248,LogNormal,-17.476492411395157,38.95298482279031,45.97984231512028,1.8956090041941365e-41,1,current,,,-3.4732669386899584,8.371207446603897,,
szn,D,PIM,248,Gamma,-341.61440680245937,687.2288136049187,694.2556710972488,2.8374724330242614e-08,0,current,,,,,0.9221054194956674,2.0810107499006114
szn,D,PIM,248,Normal(log1p),-231.74850199703403,467.49700399406805,474.523861486398,0.003720997399155909,0,current,0.8751544114012553,0.6160243622721274,,,,
